Assembly Name	Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date
PDT000334167.1	GCA_004182455.1	Salmonella enterica		TTU_069				From INSDC submitter	4609596	Contig	2019-02-12
PDT000235823.3	GCA_004183275.1	Salmonella enterica		FDA1019344-051-001				From INSDC submitter	4817956	Contig	2019-02-12
PDT000002773.5	GCA_004185275.1	Salmonella enterica		FNE0004				From INSDC submitter	4747186	Contig	2019-02-12
PDT000085328.6	GCA_004185285.1	Salmonella enterica		FDA918904				From INSDC submitter	4971506	Contig	2019-02-12
PDT000295781.4	GCA_004185495.1	Salmonella enterica		FDA1042390-S001-022				From INSDC submitter	4573033	Contig	2019-02-12
PDT000336568.1	GCA_004186205.1	Salmonella enterica		CFSAN082355				From INSDC submitter	4635901	Contig	2019-02-12
PDT000336706.1	GCA_004186305.1	Salmonella enterica		FDA939169-1				From INSDC submitter	4674194	Contig	2019-02-12
PDT000052411.5	GCA_004186395.1	Salmonella enterica		FLUFL-1441				From INSDC submitter	4765354	Contig	2019-02-12
PDT000081669.4	GCA_004186435.1	Salmonella enterica		CFSAN034904				From INSDC submitter	4772658	Contig	2019-02-12
PDT000139444.5	GCA_004186535.1	Salmonella enterica		CFSAN042356				From INSDC submitter	4843226	Contig	2019-02-12
PDT000081698.4	GCA_004186555.1	Salmonella enterica		CFSAN034899				From INSDC submitter	4759054	Contig	2019-02-12
PDT000139418.5	GCA_004186575.1	Salmonella enterica		CFSAN042330				From INSDC submitter	4846517	Contig	2019-02-12
PDT000139481.5	GCA_004186585.1	Salmonella enterica		CFSAN042840				From INSDC submitter	4704945	Contig	2019-02-12
PDT000087366.6	GCA_004186655.1	Salmonella enterica		FLUFL-1912				From INSDC submitter	5131919	Contig	2019-02-12
PDT000123425.6	GCA_004186665.1	Salmonella enterica		FDA769152-1				From INSDC submitter	4715206	Contig	2019-02-12
PDT000081720.4	GCA_004186715.1	Salmonella enterica		CFSAN034941				From INSDC submitter	4884102	Contig	2019-02-12
PDT000159026.4	GCA_004186735.1	Salmonella enterica		FDA983017-001-001				From INSDC submitter	4686815	Contig	2019-02-12
PDT000081671.4	GCA_004186755.1	Salmonella enterica		CFSAN034921				From INSDC submitter	4710193	Contig	2019-02-12
PDT000185557.4	GCA_004186815.1	Salmonella enterica		NC-L0052				From INSDC submitter	4961647	Contig	2019-02-12
PDT000085290.4	GCA_004186835.1	Salmonella enterica		FDA917942-5-67				From INSDC submitter	4564132	Contig	2019-02-12
PDT000338392.1	GCA_004187345.1	Salmonella enterica		18FMEN000556				From INSDC submitter	4685078	Contig	2019-02-12
PDT000338404.1	GCA_004187455.1	Salmonella enterica		MOD1_Per95				From INSDC submitter	5113589	Contig	2019-02-12
PDT000041704.2	GCA_004190455.1	Salmonella enterica		CFSAN025228				From INSDC submitter	4698444	Contig	2019-02-12
PDT000044408.2	GCA_004190965.1	Salmonella enterica		FLUFL-355				From INSDC submitter	4888840	Contig	2019-02-12
PDT000041413.2	GCA_004191175.1	Salmonella enterica		FDA147849				From INSDC submitter	5047931	Contig	2019-02-12
PDT000039668.2	GCA_004191255.1	Salmonella enterica		FLUFL-1393				From INSDC submitter	5121021	Contig	2019-02-12
PDT000040899.2	GCA_004191305.1	Salmonella enterica		CFSAN025194				From INSDC submitter	4703012	Contig	2019-02-12
PDT000341309.1	GCA_004191915.1	Salmonella enterica		FDA939189-2				From INSDC submitter	4851414	Contig	2019-02-12
PDT000024573.2	GCA_004192495.1	Salmonella enterica		FL-MDD-374				From INSDC submitter	4738531	Contig	2019-02-12
PDT000025207.2	GCA_004192515.1	Salmonella enterica		FSE0044				From INSDC submitter	4552087	Contig	2019-02-12
PDT000034028.2	GCA_004192535.1	Salmonella enterica		MOD1_Sal_854				From INSDC submitter	4516604	Contig	2019-02-12
PDT000035259.2	GCA_004192545.1	Salmonella enterica		FDA818315-C1 D				From INSDC submitter	4730227	Contig	2019-02-12
PDT000034664.2	GCA_004192575.1	Salmonella enterica		MOD1_Sal_841				From INSDC submitter	5049920	Contig	2019-02-12
PDT000034855.2	GCA_004192595.1	Salmonella enterica		FLUFL-739				From INSDC submitter	4749514	Contig	2019-02-12
PDT000049175.2	GCA_004192635.1	Salmonella enterica		FDA889125-2-A				From INSDC submitter	4868875	Contig	2019-02-12
PDT000034203.2	GCA_004193125.1	Salmonella enterica		FDA852810 1-B				From INSDC submitter	4893802	Contig	2019-02-12
PDT000315718.1	GCA_004215715.1	Salmonella enterica		CFSAN080864				From INSDC submitter	4697468	Contig	2019-02-11
PDT000326044.1	GCA_004215735.1	Salmonella enterica		CFSAN081811				From INSDC submitter	4764014	Contig	2019-02-12
PDT000356653.1	GCA_004217745.1	Salmonella enterica		CFSAN084093				From INSDC submitter	5086170	Contig	2019-02-20
PDT000393151.1	GCA_004217785.1	Salmonella enterica		BG07		CFSAN051348		From INSDC submitter	4686867	Contig	2019-02-20
PDT000364436.1	GCA_004217805.1	Salmonella enterica		JWC-7145				From INSDC submitter	4991999	Contig	2019-02-20
PDT000307103.2	GCA_004217825.1	Salmonella enterica		FDA1021172-S003-020				From INSDC submitter	4864299	Contig	2019-02-20
